Date,Store ID,Product ID,Nivel Inventario,Unidades Vendidas,Temporada,Demanda Historica,Demanda Modelo,Residuo Modelo,Error Absoluto Modelo,Error Cuadratico Modelo,agotamiento_real,agotamiento_modelo,Residuo Historico,Error Absoluto Historico,Error Cuadratico Historico,agotamiento_historico
2023-08-14,S005,P0016,489,335,Autumn,345.46,338.6,-3.6,3.6,12.99,False,False,-10.46,10.46,109.41,False
2023-08-15,S005,P0016,454,276,Winter,277.37,273.5,2.5,2.5,6.26,False,False,-1.37,1.37,1.88,False
2023-08-16,S005,P0016,185,84,Winter,78.07,72.44,11.56,11.56,133.62,False,False,5.93,5.93,35.16,False
2023-08-17,S005,P0016,312,52,Summer,55.98,51.48,0.52,0.52,0.27,False,False,-3.98,3.98,15.84,False
2023-08-18,S005,P0016,265,97,Winter,110.9,107.59,-10.59,10.59,112.06,False,False,-13.9,13.9,193.21,False
2023-08-19,S005,P0016,308,277,Spring,268.21,262.34,14.66,14.66,214.77,False,False,8.79,8.79,77.26,False
2023-08-20,S005,P0016,175,63,Spring,60.66,55.06,7.94,7.94,62.98,False,False,2.34,2.34,5.48,False
2023-08-21,S005,P0016,256,72,Spring,90.02,85.89,-13.89,13.89,192.98,False,False,-18.02,18.02,324.72,False
2023-08-22,S005,P0016,496,83,Autumn,92.44,88.74,-5.74,5.74,32.92,False,False,-9.44,9.44,89.11,False
2023-08-23,S005,P0016,137,90,Winter,81.67,77.75,12.25,12.25,150.1,False,False,8.33,8.33,69.39,False
2023-08-24,S005,P0016,104,32,Spring,39.53,34.45,-2.45,2.45,6.0,False,False,-7.53,7.53,56.7,False
2023-08-25,S005,P0016,60,54,Winter,55.8,47.64,6.36,6.36,40.41,False,False,-1.8,1.8,3.24,False
2023-08-26,S005,P0016,114,23,Autumn,35.01,32.95,-9.95,9.95,98.92,False,False,-12.01,12.01,144.24,False
2023-08-27,S005,P0016,445,311,Summer,304.69,298.3,12.7,12.7,161.2,False,False,6.31,6.31,39.82,False
2023-08-28,S005,P0016,269,25,Autumn,16.41,11.73,13.27,13.27,176.09,False,False,8.59,8.59,73.79,False
2023-08-29,S005,P0016,193,53,Winter,53.92,49.83,3.17,3.17,10.06,False,False,-0.92,0.92,0.85,False
2023-08-30,S005,P0016,84,73,Spring,83.69,73.99,-0.99,0.99,0.98,False,False,-10.69,10.69,114.28,False
2023-08-31,S005,P0016,409,157,Summer,166.11,162.72,-5.72,5.72,32.71,False,False,-9.11,9.11,82.99,False
2023-09-01,S005,P0016,272,161,Autumn,169.74,165.73,-4.73,4.73,22.39,False,False,-8.74,8.74,76.39,False
2023-09-02,S005,P0016,313,63,Spring,67.44,61.69,1.31,1.31,1.71,False,False,-4.44,4.44,19.71,False
2023-09-03,S005,P0016,342,138,Spring,154.53,149.12,-11.12,11.12,123.54,False,False,-16.53,16.53,273.24,False
2023-09-04,S005,P0016,495,366,Autumn,377.63,375.1,-9.1,9.1,82.83,False,False,-11.63,11.63,135.26,False
2023-09-05,S005,P0016,270,172,Winter,164.86,160.91,11.09,11.09,122.96,False,False,7.14,7.14,50.98,False
2023-09-06,S005,P0016,441,265,Winter,257.19,249.62,15.38,15.38,236.67,False,False,7.81,7.81,61.0,False
2023-09-07,S005,P0016,305,127,Winter,127.42,121.59,5.41,5.41,29.27,False,False,-0.42,0.42,0.18,False
2023-09-08,S005,P0016,155,42,Spring,61.85,55.91,-13.91,13.91,193.61,False,False,-19.85,19.85,394.02,False
2023-09-09,S005,P0016,184,157,Autumn,148.72,143.54,13.46,13.46,181.29,False,False,8.28,8.28,68.56,False
2023-09-10,S005,P0016,308,159,Spring,154.2,149.02,9.98,9.98,99.56,False,False,4.8,4.8,23.04,False
2023-09-11,S005,P0016,413,375,Spring,387.43,381.43,-6.43,6.43,41.29,False,False,-12.43,12.43,154.5,False
2023-09-12,S005,P0016,174,124,Autumn,124.76,118.87,5.13,5.13,26.33,False,False,-0.76,0.76,0.58,False
2023-09-13,S005,P0016,223,103,Winter,109.33,103.08,-0.08,0.08,0.01,False,False,-6.33,6.33,40.07,False
2023-09-14,S005,P0016,389,5,Spring,23.14,18.94,-13.94,13.94,194.21,False,False,-18.14,18.14,329.06,False
2023-09-15,S005,P0016,347,324,Autumn,319.87,310.08,13.92,13.92,193.9,False,False,4.13,4.13,17.06,False
2023-09-16,S005,P0016,317,143,Winter,162.36,156.29,-13.29,13.29,176.53,False,False,-19.36,19.36,374.81,False
2023-09-17,S005,P0016,425,245,Winter,262.34,255.81,-10.81,10.81,116.94,False,False,-17.34,17.34,300.68,False
2023-09-18,S005,P0016,176,15,Autumn,34.25,29.68,-14.68,14.68,215.46,False,False,-19.25,19.25,370.56,False
2023-09-19,S005,P0016,293,148,Spring,165.36,161.84,-13.84,13.84,191.62,False,False,-17.36,17.36,301.37,False
2023-09-20,S005,P0016,154,125,Summer,122.63,117.15,7.85,7.85,61.63,False,False,2.37,2.37,5.62,False
2023-09-21,S005,P0016,110,17,Winter,34.51,30.97,-13.97,13.97,195.2,False,False,-17.51,17.51,306.6,False
2023-09-22,S005,P0016,113,28,Summer,31.24,29.19,-1.19,1.19,1.42,False,False,-3.24,3.24,10.5,False
2023-09-23,S005,P0016,62,30,Spring,41.64,35.01,-5.01,5.01,25.07,False,False,-11.64,11.64,135.49,False
2023-09-24,S005,P0016,56,11,Spring,3.66,5.62,5.38,5.38,28.98,False,False,7.34,7.34,53.88,False
2023-09-25,S005,P0016,92,59,Spring,58.04,53.16,5.84,5.84,34.12,False,False,0.96,0.96,0.92,False
2023-09-26,S005,P0016,447,316,Summer,311.25,307.45,8.55,8.55,73.05,False,False,4.75,4.75,22.56,False
2023-09-27,S005,P0016,375,210,Winter,224.61,221.25,-11.25,11.25,126.59,False,False,-14.61,14.61,213.45,False
2023-09-28,S005,P0016,188,42,Winter,44.92,40.01,1.99,1.99,3.97,False,False,-2.92,2.92,8.53,False
2023-09-29,S005,P0016,197,47,Summer,48.58,43.96,3.04,3.04,9.24,False,False,-1.58,1.58,2.5,False
2023-09-30,S005,P0016,449,302,Autumn,305.0,299.3,2.7,2.7,7.27,False,False,-3.0,3.0,9.0,False
2023-10-01,S005,P0016,56,11,Winter,12.7,9.97,1.03,1.03,1.06,False,False,-1.7,1.7,2.89,False
2023-10-02,S005,P0016,500,89,Winter,88.01,83.66,5.34,5.34,28.5,False,False,0.99,0.99,0.98,False
2023-10-03,S005,P0016,165,107,Summer,121.94,116.4,-9.4,9.4,88.42,False,False,-14.94,14.94,223.2,False
2023-10-04,S005,P0016,109,87,Winter,106.21,96.06,-9.06,9.06,81.99,False,False,-19.21,19.21,369.02,False
2023-10-05,S005,P0016,342,38,Summer,44.75,41.81,-3.81,3.81,14.5,False,False,-6.75,6.75,45.56,False
2023-10-06,S005,P0016,489,454,Spring,458.71,451.33,2.67,2.67,7.14,False,False,-4.71,4.71,22.18,False
2023-10-07,S005,P0016,63,56,Spring,59.36,52.62,3.38,3.38,11.46,False,False,-3.36,3.36,11.29,False
2023-10-08,S005,P0016,230,174,Summer,168.91,164.6,9.4,9.4,88.3,False,False,5.09,5.09,25.91,False
2023-10-09,S005,P0016,250,57,Summer,71.55,66.58,-9.58,9.58,91.74,False,False,-14.55,14.55,211.7,False
2023-10-10,S005,P0016,95,61,Autumn,60.16,55.68,5.32,5.32,28.3,False,False,0.84,0.84,0.71,False
2023-10-11,S005,P0016,85,82,Autumn,97.25,84.66,-2.66,2.66,7.09,False,False,-15.25,15.25,232.56,True
2023-10-12,S005,P0016,135,96,Summer,105.08,97.27,-1.27,1.27,1.6,False,False,-9.08,9.08,82.45,False
2023-10-13,S005,P0016,451,174,Autumn,190.49,185.04,-11.04,11.04,121.92,False,False,-16.49,16.49,271.92,False
2023-10-14,S005,P0016,428,333,Winter,337.9,335.86,-2.86,2.86,8.21,False,False,-4.9,4.9,24.01,False
2023-10-15,S005,P0016,421,43,Spring,57.08,52.19,-9.19,9.19,84.4,False,False,-14.08,14.08,198.25,False
2023-10-16,S005,P0016,120,37,Autumn,33.0,28.38,8.62,8.62,74.23,False,False,4.0,4.0,16.0,False
2023-10-17,S005,P0016,449,332,Winter,322.15,317.3,14.7,14.7,215.97,False,False,9.85,9.85,97.02,False
2023-10-18,S005,P0016,179,104,Winter,120.26,115.64,-11.64,11.64,135.39,False,False,-16.26,16.26,264.39,False
2023-10-19,S005,P0016,259,209,Autumn,224.98,218.92,-9.92,9.92,98.43,False,False,-15.98,15.98,255.36,False
2023-10-20,S005,P0016,344,99,Spring,90.54,85.62,13.38,13.38,179.14,False,False,8.46,8.46,71.57,False
2023-10-21,S005,P0016,451,72,Autumn,91.65,88.28,-16.28,16.28,264.88,False,False,-19.65,19.65,386.12,False
2023-10-22,S005,P0016,302,125,Summer,141.88,136.91,-11.91,11.91,141.89,False,False,-16.88,16.88,284.93,False
2023-10-23,S005,P0016,87,25,Spring,29.9,26.59,-1.59,1.59,2.54,False,False,-4.9,4.9,24.01,False
2023-10-24,S005,P0016,464,322,Winter,320.43,316.83,5.17,5.17,26.74,False,False,1.57,1.57,2.46,False
2023-10-25,S005,P0016,94,78,Autumn,73.45,67.61,10.39,10.39,108.0,False,False,4.55,4.55,20.7,False
2023-10-26,S005,P0016,250,232,Winter,249.42,238.61,-6.61,6.61,43.68,False,False,-17.42,17.42,303.46,False
2023-10-27,S005,P0016,159,158,Winter,161.06,150.68,7.32,7.32,53.64,False,False,-3.06,3.06,9.36,True
2023-10-28,S005,P0016,488,22,Spring,16.04,14.18,7.82,7.82,61.08,False,False,5.96,5.96,35.52,False
2023-10-29,S005,P0016,369,165,Winter,157.07,152.67,12.33,12.33,152.04,False,False,7.93,7.93,62.88,False
2023-10-30,S005,P0016,453,429,Spring,427.19,421.67,7.33,7.33,53.68,False,False,1.81,1.81,3.28,False
2023-10-31,S005,P0016,352,315,Autumn,309.51,304.0,11.0,11.0,121.01,False,False,5.49,5.49,30.14,False
2023-11-01,S005,P0016,377,192,Summer,196.45,191.19,0.81,0.81,0.66,False,False,-4.45,4.45,19.8,False
2023-11-02,S005,P0016,195,155,Winter,151.43,146.75,8.25,8.25,68.14,False,False,3.57,3.57,12.74,False
2023-11-03,S005,P0016,344,4,Winter,13.08,11.58,-7.58,7.58,57.52,False,False,-9.08,9.08,82.45,False
2023-11-04,S005,P0016,273,155,Autumn,149.17,145.2,9.8,9.8,95.96,False,False,5.83,5.83,33.99,False
2023-11-05,S005,P0016,135,88,Summer,79.18,74.51,13.49,13.49,181.97,False,False,8.82,8.82,77.79,False
2023-11-06,S005,P0016,426,66,Spring,84.21,79.07,-13.07,13.07,170.9,False,False,-18.21,18.21,331.6,False
2023-11-07,S005,P0016,474,293,Winter,286.39,282.87,10.13,10.13,102.54,False,False,6.61,6.61,43.69,False
2023-11-08,S005,P0016,136,110,Summer,118.77,111.52,-1.52,1.52,2.3,False,False,-8.77,8.77,76.91,False
2023-11-09,S005,P0016,394,229,Autumn,238.88,234.99,-5.99,5.99,35.89,False,False,-9.88,9.88,97.61,False
2023-11-10,S005,P0016,490,199,Autumn,210.68,203.72,-4.72,4.72,22.27,False,False,-11.68,11.68,136.42,False
2023-11-11,S005,P0016,88,69,Summer,77.67,69.88,-0.88,0.88,0.77,False,False,-8.67,8.67,75.17,False
2023-11-12,S005,P0016,205,48,Spring,58.19,53.43,-5.43,5.43,29.54,False,False,-10.19,10.19,103.84,False
2023-11-13,S005,P0016,130,63,Spring,68.9,65.21,-2.21,2.21,4.86,False,False,-5.9,5.9,34.81,False
2023-11-14,S005,P0016,182,77,Spring,88.74,82.27,-5.27,5.27,27.76,False,False,-11.74,11.74,137.83,False
2023-11-15,S005,P0016,67,10,Summer,22.8,17.88,-7.88,7.88,62.14,False,False,-12.8,12.8,163.84,False
2023-11-16,S005,P0016,405,145,Spring,137.94,132.92,12.08,12.08,146.04,False,False,7.06,7.06,49.84,False
2023-11-17,S005,P0016,85,21,Autumn,14.78,13.56,7.44,7.44,55.42,False,False,6.22,6.22,38.69,False
2023-11-18,S005,P0016,437,147,Winter,140.68,135.83,11.17,11.17,124.68,False,False,6.32,6.32,39.94,False
2023-11-19,S005,P0016,152,117,Summer,119.27,113.79,3.21,3.21,10.28,False,False,-2.27,2.27,5.15,False
2023-11-20,S005,P0016,72,0,Winter,14.64,11.76,-11.76,11.76,138.27,False,False,-14.64,14.64,214.33,False
2023-11-21,S005,P0016,430,379,Summer,383.91,381.84,-2.84,2.84,8.08,False,False,-4.91,4.91,24.11,False
2023-11-22,S005,P0016,480,320,Winter,338.29,330.77,-10.77,10.77,116.03,False,False,-18.29,18.29,334.52,False
2023-11-23,S005,P0016,270,139,Winter,136.48,132.82,6.18,6.18,38.17,False,False,2.52,2.52,6.35,False
2023-11-24,S005,P0016,420,412,Spring,407.19,401.82,10.18,10.18,103.7,False,False,4.81,4.81,23.14,False
2023-11-25,S005,P0016,190,158,Spring,161.27,153.83,4.17,4.17,17.36,False,False,-3.27,3.27,10.69,False
2023-11-26,S005,P0016,423,122,Spring,139.08,135.1,-13.1,13.1,171.69,False,False,-17.08,17.08,291.73,False
2023-11-27,S005,P0016,173,27,Winter,27.06,22.4,4.6,4.6,21.15,False,False,-0.06,0.06,0.0,False
2023-11-28,S005,P0016,298,228,Summer,227.4,224.14,3.86,3.86,14.9,False,False,0.6,0.6,0.36,False
2023-11-29,S005,P0016,111,84,Winter,88.14,81.83,2.17,2.17,4.69,False,False,-4.14,4.14,17.14,False
2023-11-30,S005,P0016,106,11,Spring,6.01,8.08,2.92,2.92,8.55,False,False,4.99,4.99,24.9,False
2023-12-01,S005,P0016,122,102,Winter,102.84,95.51,6.49,6.49,42.09,False,False,-0.84,0.84,0.71,False
2023-12-02,S005,P0016,428,340,Summer,351.56,347.78,-7.78,7.78,60.53,False,False,-11.56,11.56,133.63,False
2023-12-03,S005,P0016,57,22,Spring,32.72,28.17,-6.17,6.17,38.11,False,False,-10.72,10.72,114.92,False
2023-12-04,S005,P0016,467,63,Spring,59.59,56.07,6.93,6.93,48.08,False,False,3.41,3.41,11.63,False
2023-12-05,S005,P0016,210,148,Winter,138.75,132.89,15.11,15.11,228.37,False,False,9.25,9.25,85.56,False
2023-12-06,S005,P0016,398,75,Spring,92.2,87.82,-12.82,12.82,164.28,False,False,-17.2,17.2,295.84,False
2023-12-07,S005,P0016,261,206,Summer,204.34,199.11,6.89,6.89,47.45,False,False,1.66,1.66,2.76,False
2023-12-08,S005,P0016,417,306,Winter,311.22,305.94,0.06,0.06,0.0,False,False,-5.22,5.22,27.25,False
2023-12-09,S005,P0016,300,206,Winter,206.56,203.24,2.76,2.76,7.63,False,False,-0.56,0.56,0.31,False
2023-12-10,S005,P0016,236,192,Spring,182.4,177.09,14.91,14.91,222.39,False,False,9.6,9.6,92.16,False
2023-12-11,S005,P0016,279,165,Autumn,157.2,153.51,11.49,11.49,131.96,False,False,7.8,7.8,60.84,False
2023-12-12,S005,P0016,178,60,Spring,77.79,72.45,-12.45,12.45,155.1,False,False,-17.79,17.79,316.48,False
2023-12-13,S005,P0016,408,156,Spring,175.17,171.19,-15.19,15.19,230.59,False,False,-19.17,19.17,367.49,False
2023-12-14,S005,P0016,224,173,Winter,163.28,159.86,13.14,13.14,172.73,False,False,9.72,9.72,94.48,False
2023-12-15,S005,P0016,208,191,Winter,193.29,185.16,5.84,5.84,34.06,False,False,-2.29,2.29,5.24,False
2023-12-16,S005,P0016,282,162,Winter,166.01,164.12,-2.12,2.12,4.5,False,False,-4.01,4.01,16.08,False
2023-12-17,S005,P0016,487,225,Summer,224.38,220.08,4.92,4.92,24.23,False,False,0.62,0.62,0.38,False
2023-12-18,S005,P0016,422,230,Autumn,235.99,231.36,-1.36,1.36,1.85,False,False,-5.99,5.99,35.88,False
2023-12-19,S005,P0016,236,91,Summer,87.89,82.15,8.85,8.85,78.33,False,False,3.11,3.11,9.67,False
2023-12-20,S005,P0016,289,252,Autumn,253.45,248.64,3.36,3.36,11.27,False,False,-1.45,1.45,2.1,False
2023-12-21,S005,P0016,438,337,Summer,332.89,330.05,6.95,6.95,48.36,False,False,4.11,4.11,16.89,False
2023-12-22,S005,P0016,225,131,Autumn,137.94,132.68,-1.68,1.68,2.82,False,False,-6.94,6.94,48.16,False
2023-12-23,S005,P0016,181,10,Winter,13.34,11.76,-1.76,1.76,3.1,False,False,-3.34,3.34,11.16,False
2023-12-24,S005,P0016,254,51,Autumn,45.37,41.34,9.66,9.66,93.36,False,False,5.63,5.63,31.7,False
2023-12-25,S005,P0016,278,43,Summer,50.31,45.6,-2.6,2.6,6.77,False,False,-7.31,7.31,53.44,False
2023-12-26,S005,P0016,180,18,Summer,16.33,12.71,5.29,5.29,28.03,False,False,1.67,1.67,2.79,False
2023-12-27,S005,P0016,441,201,Spring,212.59,207.61,-6.61,6.61,43.69,False,False,-11.59,11.59,134.33,False
2023-12-28,S005,P0016,499,13,Summer,17.29,14.35,-1.35,1.35,1.82,False,False,-4.29,4.29,18.4,False
2023-12-29,S005,P0016,486,273,Winter,292.88,286.49,-13.49,13.49,181.92,False,False,-19.88,19.88,395.21,False
2023-12-30,S005,P0016,63,11,Winter,21.81,16.74,-5.74,5.74,32.99,False,False,-10.81,10.81,116.86,False
2023-12-31,S005,P0016,153,54,Summer,57.91,53.95,0.05,0.05,0.0,False,False,-3.91,3.91,15.29,False
2024-01-01,S005,P0016,96,8,Winter,18.46,14.46,-6.46,6.46,41.76,False,False,-10.46,10.46,109.41,False
2022-01-01,S005,P0017,388,371,Spring,390.04,380.88,-9.88,9.88,97.57,False,False,-19.04,19.04,362.52,True
2022-01-02,S005,P0017,418,377,Summer,383.26,373.8,3.2,3.2,10.27,False,False,-6.26,6.26,39.19,False
2022-01-03,S005,P0017,154,19,Spring,37.45,34.62,-15.62,15.62,243.97,False,False,-18.45,18.45,340.4,False
2022-01-04,S005,P0017,460,256,Autumn,252.35,244.34,11.66,11.66,135.9,False,False,3.65,3.65,13.32,False
2022-01-05,S005,P0017,231,15,Summer,26.67,23.27,-8.27,8.27,68.37,False,False,-11.67,11.67,136.19,False
2022-01-06,S005,P0017,495,250,Autumn,250.0,245.48,4.52,4.52,20.43,False,False,0.0,0.0,0.0,False
2022-01-07,S005,P0017,453,186,Autumn,189.39,183.58,2.42,2.42,5.87,False,False,-3.39,3.39,11.49,False
2022-01-08,S005,P0017,377,116,Winter,126.12,119.55,-3.55,3.55,12.57,False,False,-10.12,10.12,102.41,False
2022-01-09,S005,P0017,412,200,Autumn,196.83,192.07,7.93,7.93,62.82,False,False,3.17,3.17,10.05,False
2022-01-10,S005,P0017,308,266,Summer,259.6,252.71,13.29,13.29,176.73,False,False,6.4,6.4,40.96,False
2022-01-11,S005,P0017,337,148,Spring,144.72,139.53,8.47,8.47,71.8,False,False,3.28,3.28,10.76,False
2022-01-12,S005,P0017,394,86,Winter,89.87,85.11,0.89,0.89,0.79,False,False,-3.87,3.87,14.98,False
2022-01-13,S005,P0017,437,6,Summer,21.24,16.42,-10.42,10.42,108.61,False,False,-15.24,15.24,232.26,False
2022-01-14,S005,P0017,320,274,Autumn,281.17,278.4,-4.4,4.4,19.38,False,False,-7.17,7.17,51.41,False
2022-01-15,S005,P0017,368,32,Autumn,34.02,30.44,1.56,1.56,2.44,False,False,-2.02,2.02,4.08,False
2022-01-16,S005,P0017,107,2,Autumn,2.82,7.55,-5.55,5.55,30.75,False,False,-0.82,0.82,0.67,False
2022-01-17,S005,P0017,325,173,Autumn,172.69,168.31,4.69,4.69,22.03,False,False,0.31,0.31,0.1,False
2022-01-18,S005,P0017,261,160,Spring,150.14,146.36,13.64,13.64,186.16,False,False,9.86,9.86,97.22,False
2022-01-19,S005,P0017,415,90,Summer,99.01,94.98,-4.98,4.98,24.84,False,False,-9.01,9.01,81.18,False
2022-01-20,S005,P0017,359,326,Winter,322.13,314.97,11.03,11.03,121.69,False,False,3.87,3.87,14.98,False
2022-01-21,S005,P0017,444,297,Winter,308.88,306.11,-9.11,9.11,83.07,False,False,-11.88,11.88,141.13,False
2022-01-22,S005,P0017,269,114,Autumn,113.24,108.4,5.6,5.6,31.33,False,False,0.76,0.76,0.58,False
2022-01-23,S005,P0017,454,200,Summer,199.18,192.77,7.23,7.23,52.28,False,False,0.82,0.82,0.67,False
2022-01-24,S005,P0017,320,26,Summer,45.94,41.96,-15.96,15.96,254.67,False,False,-19.94,19.94,397.6,False
2022-01-25,S005,P0017,428,43,Autumn,44.84,41.69,1.31,1.31,1.72,False,False,-1.84,1.84,3.39,False
2022-01-26,S005,P0017,176,76,Autumn,72.55,68.18,7.82,7.82,61.19,False,False,3.45,3.45,11.9,False
2022-01-27,S005,P0017,60,2,Summer,-7.29,2.0,-0.0,0.0,0.0,False,False,9.29,9.29,86.3,False
2022-01-28,S005,P0017,136,34,Winter,33.84,27.84,6.16,6.16,37.97,False,False,0.16,0.16,0.03,False
2022-01-29,S005,P0017,420,213,Autumn,214.66,208.67,4.33,4.33,18.78,False,False,-1.66,1.66,2.76,False
2022-01-30,S005,P0017,456,440,Autumn,440.8,432.06,7.94,7.94,63.03,False,False,-0.8,0.8,0.64,False
2022-01-31,S005,P0017,356,96,Winter,90.41,85.96,10.04,10.04,100.7,False,False,5.59,5.59,31.25,False
2022-02-01,S005,P0017,393,363,Spring,362.73,357.64,5.36,5.36,28.78,False,False,0.27,0.27,0.07,False
2022-02-02,S005,P0017,140,23,Autumn,19.39,15.21,7.79,7.79,60.68,False,False,3.61,3.61,13.03,False
2022-02-03,S005,P0017,55,0,Winter,-4.61,2.68,-2.68,2.68,7.19,False,False,4.61,4.61,21.25,False
2022-02-04,S005,P0017,456,386,Spring,376.57,368.81,17.19,17.19,295.48,False,False,9.43,9.43,88.92,False
2022-02-05,S005,P0017,385,6,Summer,11.69,9.3,-3.3,3.3,10.92,False,False,-5.69,5.69,32.38,False
2022-02-06,S005,P0017,482,119,Summer,122.43,116.39,2.61,2.61,6.82,False,False,-3.43,3.43,11.76,False
2022-02-07,S005,P0017,395,273,Spring,281.1,276.71,-3.71,3.71,13.73,False,False,-8.1,8.1,65.61,False
2022-02-08,S005,P0017,149,139,Autumn,158.02,145.77,-6.77,6.77,45.87,False,False,-19.02,19.02,361.76,True
2022-02-09,S005,P0017,497,484,Winter,480.11,471.21,12.79,12.79,163.59,False,False,3.89,3.89,15.13,False
2022-02-10,S005,P0017,114,9,Summer,11.46,11.31,-2.31,2.31,5.32,False,False,-2.46,2.46,6.05,False
2022-02-11,S005,P0017,100,42,Summer,53.74,49.56,-7.56,7.56,57.21,False,False,-11.74,11.74,137.83,False
2022-02-12,S005,P0017,423,170,Autumn,162.81,155.87,14.13,14.13,199.7,False,False,7.19,7.19,51.7,False
2022-02-13,S005,P0017,277,100,Summer,99.72,94.75,5.25,5.25,27.54,False,False,0.28,0.28,0.08,False
2022-02-14,S005,P0017,230,165,Summer,167.66,163.0,2.0,2.0,4.0,False,False,-2.66,2.66,7.08,False
2022-02-15,S005,P0017,445,309,Summer,328.22,324.1,-15.1,15.1,228.01,False,False,-19.22,19.22,369.41,False
2022-02-16,S005,P0017,314,292,Winter,307.88,299.5,-7.5,7.5,56.25,False,False,-15.88,15.88,252.17,False
2022-02-17,S005,P0017,189,35,Summer,26.54,22.42,12.58,12.58,158.26,False,False,8.46,8.46,71.57,False
2022-02-18,S005,P0017,419,212,Autumn,228.33,222.86,-10.86,10.86,117.99,False,False,-16.33,16.33,266.67,False
2022-02-19,S005,P0017,217,18,Summer,27.79,23.73,-5.73,5.73,32.82,False,False,-9.79,9.79,95.84,False
2022-02-20,S005,P0017,416,414,Winter,418.42,407.24,6.76,6.76,45.76,False,False,-4.42,4.42,19.54,True
2022-02-21,S005,P0017,182,113,Summer,130.19,125.13,-12.13,12.13,147.17,False,False,-17.19,17.19,295.5,False
2022-02-22,S005,P0017,406,369,Spring,369.03,362.33,6.67,6.67,44.5,False,False,-0.03,0.03,0.0,False
2022-02-23,S005,P0017,349,272,Autumn,275.9,267.66,4.34,4.34,18.81,False,False,-3.9,3.9,15.21,False
2022-02-24,S005,P0017,269,97,Winter,101.56,96.61,0.39,0.39,0.15,False,False,-4.56,4.56,20.79,False
2022-02-25,S005,P0017,193,189,Autumn,206.24,195.17,-6.17,6.17,38.03,False,True,-17.24,17.24,297.22,True
2022-02-26,S005,P0017,185,122,Winter,131.84,125.52,-3.52,3.52,12.37,False,False,-9.84,9.84,96.83,False
2022-02-27,S005,P0017,54,52,Summer,67.09,54.71,-2.71,2.71,7.34,False,True,-15.09,15.09,227.71,True
2022-02-28,S005,P0017,207,104,Summer,104.8,97.11,6.89,6.89,47.44,False,False,-0.8,0.8,0.64,False
2022-03-01,S005,P0017,350,292,Autumn,293.05,289.05,2.95,2.95,8.7,False,False,-1.05,1.05,1.1,False
2022-03-02,S005,P0017,163,65,Winter,73.08,68.45,-3.45,3.45,11.87,False,False,-8.08,8.08,65.29,False
2022-03-03,S005,P0017,288,26,Winter,28.48,23.78,2.22,2.22,4.94,False,False,-2.48,2.48,6.15,False
2022-03-04,S005,P0017,415,381,Autumn,394.98,385.04,-4.04,4.04,16.34,False,False,-13.98,13.98,195.44,False
2022-03-05,S005,P0017,129,30,Summer,35.07,29.99,0.01,0.01,0.0,False,False,-5.07,5.07,25.7,False
2022-03-06,S005,P0017,165,57,Summer,75.66,72.45,-15.45,15.45,238.73,False,False,-18.66,18.66,348.2,False
2022-03-07,S005,P0017,331,23,Winter,29.39,27.43,-4.43,4.43,19.66,False,False,-6.39,6.39,40.83,False
2022-03-08,S005,P0017,286,25,Summer,18.32,14.51,10.49,10.49,110.03,False,False,6.68,6.68,44.62,False
2022-03-09,S005,P0017,86,23,Summer,14.88,12.7,10.3,10.3,106.06,False,False,8.12,8.12,65.93,False
2022-03-10,S005,P0017,136,59,Autumn,58.29,52.17,6.83,6.83,46.65,False,False,0.71,0.71,0.5,False
2022-03-11,S005,P0017,351,9,Autumn,25.81,20.59,-11.59,11.59,134.43,False,False,-16.81,16.81,282.58,False
2022-03-12,S005,P0017,374,355,Winter,365.48,358.83,-3.83,3.83,14.69,False,False,-10.48,10.48,109.83,False
2022-03-13,S005,P0017,159,107,Winter,110.05,104.2,2.8,2.8,7.85,False,False,-3.05,3.05,9.3,False
2022-03-14,S005,P0017,444,182,Spring,178.45,170.86,11.14,11.14,124.17,False,False,3.55,3.55,12.6,False
2022-03-15,S005,P0017,353,49,Summer,59.02,57.33,-8.33,8.33,69.43,False,False,-10.02,10.02,100.4,False
2022-03-16,S005,P0017,477,207,Summer,205.71,201.71,5.29,5.29,27.94,False,False,1.29,1.29,1.66,False
2022-03-17,S005,P0017,228,85,Spring,93.87,86.7,-1.7,1.7,2.9,False,False,-8.87,8.87,78.68,False
2022-03-18,S005,P0017,64,42,Autumn,53.12,46.53,-4.53,4.53,20.54,False,False,-11.12,11.12,123.65,False
2022-03-19,S005,P0017,428,270,Summer,274.96,269.54,0.46,0.46,0.21,False,False,-4.96,4.96,24.6,False
2022-03-20,S005,P0017,427,38,Summer,42.61,39.43,-1.43,1.43,2.03,False,False,-4.61,4.61,21.25,False
2022-03-21,S005,P0017,315,32,Spring,49.83,44.63,-12.63,12.63,159.45,False,False,-17.83,17.83,317.91,False
2022-03-22,S005,P0017,141,81,Autumn,71.24,67.35,13.65,13.65,186.33,False,False,9.76,9.76,95.26,False
2022-03-23,S005,P0017,372,42,Summer,43.43,37.39,4.61,4.61,21.28,False,False,-1.43,1.43,2.04,False
2022-03-24,S005,P0017,73,35,Winter,36.3,30.56,4.44,4.44,19.73,False,False,-1.3,1.3,1.69,False
2022-03-25,S005,P0017,245,214,Winter,213.08,206.42,7.58,7.58,57.53,False,False,0.92,0.92,0.85,False
